datetime,wind_federal_dayaheadforecast,wind_Flanders_dayaheadforecast,wind_Wallonia_dayaheadforecast,day_ahead_load,Solar_day_ahead_forecasted
2023-08-26T09:30:00+00:00,763.8,122.0,36.1,8710.52,2586.978
2023-08-26T09:15:00+00:00,806.1,123.6,35.5,8757.57,2441.275
2023-08-26T09:00:00+00:00,848.7,125.0,34.7,8818.98,2298.254
2023-08-26T08:45:00+00:00,891.3,126.0,34.1,8799.56,2158.241
2023-08-26T08:30:00+00:00,929.0,125.8,32.9,8763.03,2021.934
2023-08-26T08:15:00+00:00,963.8,124.5,31.4,8671.48,1892.753
2023-08-26T08:00:00+00:00,994.0,122.0,29.1,8667.29,1760.844
2023-08-26T07:45:00+00:00,1017.2,116.4,25.1,8623.23,1639.073
2023-08-26T07:30:00+00:00,1044.2,113.0,23.1,8584.83,1534.881
2023-08-26T07:15:00+00:00,1071.9,110.2,22.0,8578.38,1440.868
2023-08-26T07:00:00+00:00,1102.1,107.2,21.6,8511.48,1345.583
2023-08-26T06:45:00+00:00,1138.5,102.4,21.9,8404.51,1248.981
2023-08-26T06:30:00+00:00,1163.9,100.1,22.2,8457.6,1143.762
2023-08-26T06:15:00+00:00,1182.4,98.9,22.4,8222.55,1037.042
2023-08-26T06:00:00+00:00,1194.8,98.6,23.4,8053.72,932.361
2023-08-26T05:45:00+00:00,1197.4,100.5,25.3,7961.11,823.895
2023-08-26T05:30:00+00:00,1204.1,101.4,26.2,7809.75,702.433
2023-08-26T05:15:00+00:00,1211.9,101.0,26.7,7690.52,566.462
2023-08-26T05:00:00+00:00,1219.2,101.5,27.1,7578.34,420.933
2023-08-26T04:45:00+00:00,1229.2,102.2,27.1,7502.77,281.447
2023-08-26T04:30:00+00:00,1232.3,102.7,27.3,7461.04,167.109
2023-08-26T04:15:00+00:00,1230.4,102.2,27.3,7404.64,84.223
2023-08-26T04:00:00+00:00,1225.2,102.3,27.1,7296.19,29.413
2023-08-26T03:45:00+00:00,1215.3,102.2,26.8,7270.49,4.836
2023-08-26T03:30:00+00:00,1204.4,101.6,26.5,7241.82,0.0
2023-08-26T03:15:00+00:00,1191.5,100.9,26.2,7238.6,0.0
2023-08-26T03:00:00+00:00,1176.7,99.7,25.7,7188.13,0.0
2023-08-26T02:45:00+00:00,1161.2,97.2,25.0,7180.93,0.0
2023-08-26T02:30:00+00:00,1140.7,96.0,24.4,7143.8,0.0
2023-08-26T02:15:00+00:00,1118.5,95.3,24.0,7128.66,0.0
2023-08-26T02:00:00+00:00,1085.9,94.8,23.5,7245.68,0.0
2023-08-26T01:45:00+00:00,1034.5,94.6,23.3,7202.69,0.0
2023-08-26T01:30:00+00:00,1005.1,94.2,22.8,7189.47,0.0
2023-08-26T01:15:00+00:00,989.3,93.8,22.2,7177.77,0.0
2023-08-26T01:00:00+00:00,979.8,93.8,21.3,7184.95,0.0
2023-08-26T00:45:00+00:00,982.1,94.5,20.0,7186.67,0.0
2023-08-26T00:30:00+00:00,983.1,94.7,19.3,7243.46,0.0
2023-08-26T00:15:00+00:00,985.5,94.1,18.7,7258.69,0.0
2023-08-26T00:00:00+00:00,992.6,93.1,18.3,7259.57,0.0
2023-08-25T23:45:00+00:00,1004.0,92.0,18.1,7331.67,0.0
2023-08-25T23:30:00+00:00,1018.0,90.5,18.0,7420.3,0.0
2023-08-25T23:15:00+00:00,1035.1,88.8,18.0,7454.45,0.0
2023-08-25T23:00:00+00:00,1054.7,86.8,18.4,7571.28,0.0
2023-08-25T22:45:00+00:00,1076.2,84.2,19.1,7657.81,0.0
2023-08-25T22:30:00+00:00,1103.4,82.1,19.5,7730.88,0.0
2023-08-25T22:15:00+00:00,1131.6,80.3,19.9,7784.18,0.0
2023-08-25T22:00:00+00:00,1174.2,78.6,20.1,7791.18,0.0
2023-08-25T21:45:00+00:00,1335.1,68.7,14.0,7887.03,0.0
2023-08-25T21:30:00+00:00,1327.1,67.9,14.3,8022.51,0.0
2023-08-25T21:15:00+00:00,1310.9,66.7,14.4,8150.43,0.0
2023-08-25T21:00:00+00:00,1287.8,63.8,15.0,8128.17,0.0
2023-08-25T20:45:00+00:00,1259.7,58.9,16.1,8272.01,0.0
2023-08-25T20:30:00+00:00,1219.0,55.6,16.7,8400.16,0.0
2023-08-25T20:15:00+00:00,1169.6,53.1,17.0,8516.34,0.0
2023-08-25T20:00:00+00:00,1104.4,50.9,17.2,8587.4,0.0
2023-08-25T19:45:00+00:00,1015.9,48.7,17.1,8695.99,0.0
2023-08-25T19:30:00+00:00,940.1,47.0,17.2,8732.88,0.0
2023-08-25T19:15:00+00:00,870.7,45.8,17.2,8770.35,0.0
2023-08-25T19:00:00+00:00,796.4,44.7,17.2,8772.52,0.0
2023-08-25T18:45:00+00:00,718.1,44.9,16.8,8800.93,0.0
2023-08-25T18:30:00+00:00,644.5,44.7,16.8,8819.92,0.0
2023-08-25T18:15:00+00:00,574.5,44.2,17.3,8821.59,0.0
2023-08-25T18:00:00+00:00,502.5,43.5,17.7,8919.73,10.759
2023-08-25T17:45:00+00:00,425.3,42.4,18.3,8943.59,48.208
2023-08-25T17:30:00+00:00,359.6,42.0,19.2,8990.41,109.002
2023-08-25T17:15:00+00:00,303.1,42.3,20.1,9047.49,188.596
2023-08-25T17:00:00+00:00,249.6,42.4,21.7,8985.96,302.568
2023-08-25T16:45:00+00:00,198.8,43.4,24.4,9070.54,452.643
2023-08-25T16:30:00+00:00,158.0,44.4,26.0,9123.12,625.055
2023-08-25T16:15:00+00:00,125.2,44.9,26.9,9210.83,802.179
2023-08-25T16:00:00+00:00,101.7,45.4,27.7,9303.07,975.86
2023-08-25T15:45:00+00:00,90.9,46.7,28.3,9278.64,1142.434
2023-08-25T15:30:00+00:00,78.7,47.3,28.3,9299.9,1302.664
2023-08-25T15:15:00+00:00,67.4,47.7,28.1,9331.91,1460.887
2023-08-25T15:00:00+00:00,63.3,48.4,26.9,9644.24,1625.311
2023-08-25T14:45:00+00:00,66.8,48.6,24.7,9543.25,1791.587
2023-08-25T14:30:00+00:00,67.0,48.7,23.2,9450.74,1963.692
2023-08-25T14:15:00+00:00,65.4,48.5,22.1,9391.24,2137.534
2023-08-25T14:00:00+00:00,64.8,47.6,21.1,9513.33,2304.716
2023-08-25T13:45:00+00:00,64.2,47.1,20.2,9456.64,2468.77
2023-08-25T13:30:00+00:00,65.5,45.7,19.3,9468.99,2631.47
2023-08-25T13:15:00+00:00,68.0,44.1,18.2,9549.57,2806.663
2023-08-25T13:00:00+00:00,73.1,41.6,17.1,9602.39,2977.272
2023-08-25T12:45:00+00:00,81.8,38.2,15.9,9651.53,3145.121
2023-08-25T12:30:00+00:00,87.5,35.6,14.8,9714.41,3323.927
2023-08-25T12:15:00+00:00,91.3,33.4,14.1,9721.13,3499.247
2023-08-25T12:00:00+00:00,95.5,31.2,13.3,9752.35,3671.796
2023-08-25T11:45:00+00:00,99.9,28.9,12.5,9815.27,3835.531
2023-08-25T11:30:00+00:00,102.9,27.1,11.8,9824.04,3976.648
2023-08-25T11:15:00+00:00,104.8,25.8,11.1,9882.89,4093.849
2023-08-25T11:00:00+00:00,105.7,24.4,10.4,9816.36,4191.984
2023-08-25T10:45:00+00:00,105.1,23.1,10.0,9912.2,4266.112
2023-08-25T10:30:00+00:00,104.9,22.1,9.4,9955.15,4308.15
2023-08-25T10:15:00+00:00,104.7,20.0,8.8,10000.57,4324.231
2023-08-25T10:00:00+00:00,104.2,18.1,8.4,9994.48,4320.042
2023-08-25T09:45:00+00:00,103.1,16.2,7.9,9997.59,4296.853
2023-08-25T09:30:00+00:00,101.7,14.9,7.4,9972.56,4223.587
2023-08-25T09:15:00+00:00,100.5,13.7,7.1,10024.88,4093.793
2023-08-25T09:00:00+00:00,98.6,12.7,6.7,10189.44,3956.181
2023-08-25T08:45:00+00:00,95.9,11.1,6.2,10132.69,3798.64
2023-08-25T08:30:00+00:00,94.3,10.4,5.9,10068.51,3618.2
2023-08-25T08:15:00+00:00,92.9,9.9,5.7,10034.75,3430.005
2023-08-25T08:00:00+00:00,91.6,9.7,5.7,9948.19,3224.915
2023-08-25T07:45:00+00:00,89.5,9.8,5.8,9929.93,3011.638
2023-08-25T07:30:00+00:00,88.6,9.7,5.8,9879.56,2781.431
2023-08-25T07:15:00+00:00,88.4,9.4,5.8,9860.04,2485.733
2023-08-25T07:00:00+00:00,89.0,9.8,5.8,9829.19,2176.95
2023-08-25T06:45:00+00:00,90.3,10.1,5.8,9783.78,1906.039
2023-08-25T06:30:00+00:00,91.4,10.5,5.8,9711.0,1630.913
2023-08-25T06:15:00+00:00,92.2,10.5,5.8,9661.61,1386.537
2023-08-25T06:00:00+00:00,93.3,10.8,6.0,9556.08,1123.115
2023-08-25T05:45:00+00:00,94.9,10.5,6.3,9475.53,904.786
2023-08-25T05:30:00+00:00,95.9,10.5,6.4,9373.92,715.432
2023-08-25T05:15:00+00:00,96.3,11.0,6.5,9221.93,543.055
2023-08-25T05:00:00+00:00,96.4,12.1,6.4,9088.4,377.692
2023-08-25T04:45:00+00:00,95.0,13.2,6.0,8966.49,258.616
2023-08-25T04:30:00+00:00,95.0,13.4,6.0,8816.02,161.041
2023-08-25T04:15:00+00:00,95.5,13.8,6.2,8655.82,80.325
2023-08-25T04:00:00+00:00,96.6,14.0,6.5,8501.39,25.378
2023-08-25T03:45:00+00:00,98.4,14.0,7.1,8344.24,2.953
2023-08-25T03:30:00+00:00,99.6,14.4,7.6,8250.36,0.0
2023-08-25T03:15:00+00:00,101.1,14.5,8.0,8135.08,0.0
2023-08-25T03:00:00+00:00,102.2,14.2,8.4,7891.23,0.0
2023-08-25T02:45:00+00:00,102.8,13.7,8.7,7788.6,0.0
2023-08-25T02:30:00+00:00,104.5,13.4,9.1,7683.92,0.0
2023-08-25T02:15:00+00:00,106.6,13.6,9.8,7603.74,0.0
2023-08-25T02:00:00+00:00,109.7,14.3,10.4,7515.91,0.0
2023-08-25T01:45:00+00:00,115.6,15.5,11.1,7458.38,0.0
2023-08-25T01:30:00+00:00,118.6,16.3,11.9,7415.56,0.0
2023-08-25T01:15:00+00:00,119.9,17.1,12.9,7429.59,0.0
2023-08-25T01:00:00+00:00,119.2,18.5,14.5,7358.01,0.0
2023-08-25T00:45:00+00:00,114.5,20.0,17.0,7348.55,0.0
2023-08-25T00:30:00+00:00,114.0,21.5,18.4,7361.41,0.0
2023-08-25T00:15:00+00:00,115.1,22.5,19.1,7397.77,0.0
2023-08-25T00:00:00+00:00,117.5,24.2,19.6,7489.87,0.0
2023-08-24T23:45:00+00:00,121.6,26.9,19.8,7513.87,0.0
2023-08-24T23:30:00+00:00,124.8,28.3,19.7,7534.09,0.0
2023-08-24T23:15:00+00:00,127.1,29.1,19.2,7580.46,0.0
2023-08-24T23:00:00+00:00,131.9,29.4,17.9,7562.35,0.0
2023-08-24T22:45:00+00:00,140.5,29.3,15.3,7656.32,0.0
2023-08-24T22:30:00+00:00,143.5,28.9,13.7,7739.36,0.0
2023-08-24T22:15:00+00:00,143.3,28.9,12.8,7792.28,0.0
2023-08-24T22:00:00+00:00,139.6,28.2,12.1,7857.94,0.0
2023-08-24T21:45:00+00:00,171.2,24.2,10.2,7955.19,0.0
2023-08-24T21:30:00+00:00,168.6,24.0,10.2,8084.2,0.0
2023-08-24T21:15:00+00:00,164.2,23.7,10.1,8214.38,0.0
2023-08-24T21:00:00+00:00,153.8,23.6,9.8,8324.08,0.0
2023-08-24T20:45:00+00:00,133.5,22.2,9.5,8461.05,0.0
2023-08-24T20:30:00+00:00,121.9,21.5,9.1,8591.95,0.0
2023-08-24T20:15:00+00:00,115.5,21.0,8.8,8714.64,0.0
2023-08-24T20:00:00+00:00,110.5,20.1,8.6,8758.87,0.0
2023-08-24T19:45:00+00:00,109.5,19.0,8.3,8870.84,0.0
2023-08-24T19:30:00+00:00,106.6,18.2,8.0,8919.18,0.0
2023-08-24T19:15:00+00:00,103.1,17.9,7.8,8937.25,0.0
2023-08-24T19:00:00+00:00,100.6,18.0,7.4,8923.15,0.0
2023-08-24T18:45:00+00:00,98.5,19.2,6.9,8940.88,0.0
2023-08-24T18:30:00+00:00,96.4,19.7,6.6,8943.75,0.0
2023-08-24T18:15:00+00:00,94.4,20.0,6.3,8942.38,0.042
2023-08-24T18:00:00+00:00,92.5,20.3,6.3,9061.24,14.372
2023-08-24T17:45:00+00:00,90.3,20.4,6.3,9099.85,57.476
2023-08-24T17:30:00+00:00,89.1,20.6,6.3,9156.56,123.64
2023-08-24T17:15:00+00:00,88.4,20.9,6.3,9210.82,216.069
2023-08-24T17:00:00+00:00,87.1,20.7,6.3,9243.31,347.41
2023-08-24T16:45:00+00:00,84.0,20.5,6.2,9317.2,512.073
2023-08-24T16:30:00+00:00,84.8,20.1,6.1,9364.73,688.472
2023-08-24T16:15:00+00:00,87.3,19.9,6.2,9464.58,856.424
2023-08-24T16:00:00+00:00,96.2,19.4,6.2,9494.85,1009.929
2023-08-24T15:45:00+00:00,116.8,18.9,6.4,9473.75,1147.867
2023-08-24T15:30:00+00:00,122.8,18.5,6.4,9502.75,1274.314
2023-08-24T15:15:00+00:00,121.2,17.8,6.5,9526.5,1393.465
2023-08-24T15:00:00+00:00,111.3,16.6,6.5,9707.13,1508.717
2023-08-24T14:45:00+00:00,86.7,15.2,6.7,9606.0,1616.84
2023-08-24T14:30:00+00:00,74.3,14.3,6.9,9511.47,1715.826
2023-08-24T14:15:00+00:00,68.8,13.7,7.0,9449.86,1803.677
2023-08-24T14:00:00+00:00,64.9,13.6,7.0,9542.39,1885.936
2023-08-24T13:45:00+00:00,63.0,13.3,7.1,9498.13,1964.158
2023-08-24T13:30:00+00:00,62.2,13.1,7.2,9509.79,2022.693
2023-08-24T13:15:00+00:00,61.7,13.3,7.2,9592.22,2070.412
2023-08-24T13:00:00+00:00,64.2,13.2,7.2,9609.81,2107.789
2023-08-24T12:45:00+00:00,70.8,13.8,7.1,9647.43,2139.741
2023-08-24T12:30:00+00:00,74.7,14.2,7.1,9714.84,2184.5
2023-08-24T12:15:00+00:00,77.2,13.9,7.2,9726.41,2236.611
2023-08-24T12:00:00+00:00,80.1,14.8,7.4,9669.07,2290.999
2023-08-24T11:45:00+00:00,83.2,16.4,7.6,9731.65,2346.602
2023-08-24T11:30:00+00:00,85.9,16.6,7.9,9744.42,2404.175
2023-08-24T11:15:00+00:00,88.1,16.3,8.1,9798.66,2459.935
2023-08-24T11:00:00+00:00,90.8,14.3,8.5,9714.1,2504.899
2023-08-24T10:45:00+00:00,94.0,11.1,9.4,9804.9,2541.524
2023-08-24T10:30:00+00:00,95.8,9.3,9.7,9844.98,2570.331
2023-08-24T10:15:00+00:00,97.0,8.8,9.6,9895.82,2595.937
2023-08-24T10:00:00+00:00,95.8,8.1,9.1,9880.98,2622.541
2023-08-24T09:45:00+00:00,92.0,7.5,7.8,9891.69,2647.384
2023-08-24T09:30:00+00:00,91.3,7.3,7.3,9859.17,2676.248
2023-08-24T09:15:00+00:00,92.9,7.7,7.3,9907.79,2699.714
2023-08-24T09:00:00+00:00,93.8,9.1,7.4,10123.83,2722.012
2023-08-24T08:45:00+00:00,93.0,11.7,8.3,10083.02,2725.812
2023-08-24T08:30:00+00:00,97.3,13.7,8.6,10015.31,2694.406
2023-08-24T08:15:00+00:00,103.6,15.2,8.7,9977.25,2635.856
2023-08-24T08:00:00+00:00,116.6,18.1,8.7,9921.21,2558.958
2023-08-24T07:45:00+00:00,141.7,21.4,8.7,9896.37,2470.983
2023-08-24T07:30:00+00:00,153.3,23.8,8.7,9845.49,2344.93
2023-08-24T07:15:00+00:00,156.9,26.0,8.9,9819.67,2187.985
2023-08-24T07:00:00+00:00,155.2,28.1,9.0,9805.47,2023.542
2023-08-24T06:45:00+00:00,143.3,29.9,9.3,9761.7,1845.302
2023-08-24T06:30:00+00:00,137.6,31.9,9.5,9700.6,1653.03
2023-08-24T06:15:00+00:00,135.3,34.1,9.7,9647.72,1460.199
2023-08-24T06:00:00+00:00,131.0,36.1,9.9,9613.93,1276.624
2023-08-24T05:45:00+00:00,125.1,38.0,10.0,9535.09,1099.473
2023-08-24T05:30:00+00:00,122.1,39.8,10.2,9434.21,915.805
2023-08-24T05:15:00+00:00,121.5,41.5,10.5,9286.42,720.374
2023-08-24T05:00:00+00:00,122.6,43.2,11.1,9176.72,522.623
2023-08-24T04:45:00+00:00,127.2,44.4,12.2,9051.91,350.021
2023-08-24T04:30:00+00:00,129.7,45.9,12.7,8902.26,215.851
2023-08-24T04:15:00+00:00,131.3,46.7,12.7,8737.46,115.337
2023-08-24T04:00:00+00:00,132.5,47.1,12.3,8493.03,45.892
2023-08-24T03:45:00+00:00,132.6,48.6,11.4,8322.36,9.607
2023-08-24T03:30:00+00:00,134.8,48.9,10.8,8230.21,0.0
2023-08-24T03:15:00+00:00,137.7,48.5,10.2,8122.17,0.0
2023-08-24T03:00:00+00:00,143.1,47.6,9.5,7790.36,0.0
2023-08-24T02:45:00+00:00,153.6,44.8,8.2,7688.05,0.0
2023-08-24T02:30:00+00:00,158.0,43.1,7.6,7587.75,0.0
2023-08-24T02:15:00+00:00,158.4,42.0,7.3,7511.79,0.0
2023-08-24T02:00:00+00:00,157.4,40.2,7.1,7435.58,0.0
2023-08-24T01:45:00+00:00,153.6,37.5,6.6,7379.01,0.0
2023-08-24T01:30:00+00:00,149.0,36.6,6.8,7328.97,0.0
2023-08-24T01:15:00+00:00,143.8,36.2,7.3,7338.0,0.0
2023-08-24T01:00:00+00:00,135.3,36.7,8.3,7341.2,0.0
2023-08-24T00:45:00+00:00,122.8,38.3,10.0,7322.24,0.0
2023-08-24T00:30:00+00:00,113.4,39.2,11.3,7338.04,0.0
2023-08-24T00:15:00+00:00,106.1,39.6,12.3,7386.19,0.0
2023-08-24T00:00:00+00:00,98.5,40.4,13.7,7339.03,0.0
2023-08-23T23:45:00+00:00,91.0,41.6,15.6,7365.05,0.0
2023-08-23T23:30:00+00:00,84.5,42.4,16.7,7387.03,0.0
2023-08-23T23:15:00+00:00,79.2,42.4,17.3,7432.37,0.0
2023-08-23T23:00:00+00:00,75.2,42.1,17.4,7409.63,0.0
2023-08-23T22:45:00+00:00,73.4,42.0,16.8,7500.6,0.0
2023-08-23T22:30:00+00:00,70.1,41.3,16.5,7574.12,0.0
2023-08-23T22:15:00+00:00,66.1,41.1,16.6,7631.94,0.0
2023-08-23T22:00:00+00:00,61.3,40.8,16.5,7745.1,0.0
2023-08-23T21:45:00+00:00,15.6,19.4,8.5,7830.74,0.0
2023-08-23T21:30:00+00:00,15.6,19.4,8.3,7953.17,0.0
2023-08-23T21:15:00+00:00,15.4,19.6,8.1,8076.43,0.0
2023-08-23T21:00:00+00:00,15.1,19.6,7.5,8310.77,0.0
2023-08-23T20:45:00+00:00,14.5,19.1,6.5,8447.42,0.0
2023-08-23T20:30:00+00:00,13.8,18.6,5.9,8570.59,0.0
2023-08-23T20:15:00+00:00,13.5,18.5,5.7,8683.43,0.0
2023-08-23T20:00:00+00:00,12.9,18.3,5.7,8757.49,0.0
2023-08-23T19:45:00+00:00,12.1,18.4,6.2,8877.72,0.0
2023-08-23T19:30:00+00:00,11.3,18.5,6.2,8922.12,0.0
2023-08-23T19:15:00+00:00,11.4,18.4,5.9,8930.3,0.0
2023-08-23T19:00:00+00:00,10.9,18.2,5.5,8922.94,0.0
2023-08-23T18:45:00+00:00,10.5,17.6,5.0,8929.42,0.0
2023-08-23T18:30:00+00:00,10.1,17.1,4.6,8922.72,0.0
2023-08-23T18:15:00+00:00,9.7,16.6,4.2,8901.28,0.362
2023-08-23T18:00:00+00:00,9.6,15.8,3.8,9089.51,16.486
2023-08-23T17:45:00+00:00,9.3,15.0,3.3,9131.78,59.611
2023-08-23T17:30:00+00:00,9.0,14.4,2.8,9184.71,121.542
2023-08-23T17:15:00+00:00,9.1,13.8,2.6,9245.46,209.532
2023-08-23T17:00:00+00:00,9.0,12.7,2.3,9275.02,334.672
2023-08-23T16:45:00+00:00,9.2,11.8,2.2,9351.57,496.226
2023-08-23T16:30:00+00:00,9.5,11.2,2.1,9393.65,671.808
2023-08-23T16:15:00+00:00,9.3,10.5,2.1,9492.83,840.892
2023-08-23T16:00:00+00:00,9.6,10.1,2.1,9635.43,1001.553
2023-08-23T15:45:00+00:00,9.8,9.4,2.1,9615.88,1152.99
2023-08-23T15:30:00+00:00,9.9,9.0,2.0,9652.54,1310.502
2023-08-23T15:15:00+00:00,10.3,8.4,2.0,9669.69,1478.365
2023-08-23T15:00:00+00:00,10.3,8.1,2.0,9794.55,1645.886
2023-08-23T14:45:00+00:00,10.5,7.7,2.0,9696.12,1808.657
2023-08-23T14:30:00+00:00,10.6,7.4,2.0,9596.67,1970.487
2023-08-23T14:15:00+00:00,10.4,7.0,2.0,9543.14,2131.511
2023-08-23T14:00:00+00:00,10.4,6.8,1.9,9598.3,2293.893
2023-08-23T13:45:00+00:00,10.1,6.3,1.9,9548.65,2458.569
2023-08-23T13:30:00+00:00,9.7,6.0,1.8,9551.73,2615.376
2023-08-23T13:15:00+00:00,9.7,5.8,1.9,9646.36,2768.767
2023-08-23T13:00:00+00:00,9.4,5.4,1.8,9628.91,2910.097
2023-08-23T12:45:00+00:00,9.3,4.7,1.7,9656.71,3053.009
2023-08-23T12:30:00+00:00,9.1,4.2,1.7,9722.76,3203.175
2023-08-23T12:15:00+00:00,9.3,4.0,1.7,9753.57,3343.829
2023-08-23T12:00:00+00:00,9.3,3.5,1.7,9690.13,3486.164
2023-08-23T11:45:00+00:00,9.4,3.1,1.6,9741.22,3622.921
2023-08-23T11:30:00+00:00,9.3,2.8,1.6,9771.19,3744.412
2023-08-23T11:15:00+00:00,9.0,2.7,1.5,9833.12,3846.343
2023-08-23T11:00:00+00:00,8.5,2.7,1.4,9803.17,3926.337
2023-08-23T10:45:00+00:00,8.1,2.6,1.3,9884.87,3988.178
2023-08-23T10:30:00+00:00,7.6,2.5,1.3,9922.36,4032.243
2023-08-23T10:15:00+00:00,7.2,2.3,1.2,9982.37,4063.82
2023-08-23T10:00:00+00:00,6.8,2.1,1.1,9919.75,4077.027
2023-08-23T09:45:00+00:00,6.3,2.0,1.1,9929.47,4073.852
2023-08-23T09:30:00+00:00,5.9,1.6,1.1,9888.41,4028.945
2023-08-23T09:15:00+00:00,5.7,1.5,1.0,9942.75,3935.093
2023-08-23T09:00:00+00:00,5.6,1.3,0.9,10071.61,3831.185
2023-08-23T08:45:00+00:00,5.7,1.3,0.8,10048.92,3698.855
2023-08-23T08:30:00+00:00,5.9,1.2,0.8,9968.79,3526.433
2023-08-23T08:15:00+00:00,6.2,1.3,0.8,9927.67,3325.982
2023-08-23T08:00:00+00:00,6.9,1.6,0.7,9941.81,3110.44
2023-08-23T07:45:00+00:00,8.4,2.0,0.6,9913.18,2905.348
2023-08-23T07:30:00+00:00,9.7,2.3,0.5,9852.72,2695.116
2023-08-23T07:15:00+00:00,10.8,2.4,0.5,9841.4,2476.684
2023-08-23T07:00:00+00:00,13.0,3.2,0.5,9892.94,2252.992
2023-08-23T06:45:00+00:00,16.0,4.3,0.5,9832.68,2014.856
2023-08-23T06:30:00+00:00,18.3,4.9,0.5,9776.18,1776.659
2023-08-23T06:15:00+00:00,20.6,5.7,0.4,9724.66,1556.666
2023-08-23T06:00:00+00:00,22.5,6.2,0.4,9689.79,1353.439
2023-08-23T05:45:00+00:00,24.2,6.5,0.4,9616.33,1163.318
2023-08-23T05:30:00+00:00,26.4,7.1,0.5,9510.72,973.88
2023-08-23T05:15:00+00:00,28.6,7.2,0.6,9375.48,775.27
2023-08-23T05:00:00+00:00,30.7,7.6,0.6,9271.65,573.596
2023-08-23T04:45:00+00:00,32.9,7.7,0.7,9152.08,394.356
2023-08-23T04:30:00+00:00,35.4,7.7,0.7,8989.6,246.855
2023-08-23T04:15:00+00:00,38.8,8.2,0.7,8834.4,133.282
2023-08-23T04:00:00+00:00,42.4,8.7,0.7,8589.77,55.98
2023-08-23T03:45:00+00:00,46.8,9.0,0.8,8425.14,13.011
2023-08-23T03:30:00+00:00,51.5,9.5,0.8,8315.49,0.0
2023-08-23T03:15:00+00:00,56.9,9.8,0.8,8219.66,0.0
2023-08-23T03:00:00+00:00,63.7,10.3,0.9,7841.19,0.0
2023-08-23T02:45:00+00:00,71.1,10.2,1.0,7734.49,0.0
2023-08-23T02:30:00+00:00,80.0,10.3,1.0,7630.78,0.0
2023-08-23T02:15:00+00:00,89.9,10.7,1.0,7565.48,0.0
2023-08-23T02:00:00+00:00,101.9,10.8,1.1,7389.4,0.0
2023-08-23T01:45:00+00:00,117.1,10.9,1.1,7328.83,0.0
2023-08-23T01:30:00+00:00,130.0,10.6,1.3,7270.36,0.0
2023-08-23T01:15:00+00:00,142.6,10.8,1.6,7275.48,0.0
2023-08-23T01:00:00+00:00,153.7,11.0,2.1,7277.06,0.0
2023-08-23T00:45:00+00:00,162.4,11.0,3.0,7255.26,0.0
2023-08-23T00:30:00+00:00,175.2,11.3,3.5,7264.41,0.0
2023-08-23T00:15:00+00:00,190.3,11.6,3.7,7321.14,0.0
2023-08-23T00:00:00+00:00,208.6,11.9,3.7,7341.08,0.0
2023-08-22T23:45:00+00:00,231.8,12.6,3.3,7372.26,0.0
2023-08-22T23:30:00+00:00,250.9,12.8,3.2,7402.74,0.0
2023-08-22T23:15:00+00:00,266.9,13.0,3.3,7448.89,0.0
2023-08-22T23:00:00+00:00,284.9,13.2,3.4,7522.5,0.0
2023-08-22T22:45:00+00:00,304.5,13.2,3.8,7623.56,0.0
2023-08-22T22:30:00+00:00,318.8,13.2,3.9,7693.98,0.0
2023-08-22T22:15:00+00:00,328.9,13.0,3.9,7744.33,0.0
2023-08-22T22:00:00+00:00,338.6,12.7,3.7,7798.87,0.0
2023-08-22T21:45:00+00:00,219.0,7.6,2.9,7894.64,0.0
2023-08-22T21:30:00+00:00,215.3,7.6,2.9,8013.87,0.0
2023-08-22T21:15:00+00:00,209.4,7.4,2.9,8128.36,0.0
2023-08-22T21:00:00+00:00,197.3,7.2,2.9,8295.81,0.0
2023-08-22T20:45:00+00:00,176.4,6.5,2.7,8432.21,0.0
2023-08-22T20:30:00+00:00,160.8,6.1,2.6,8555.16,0.0
2023-08-22T20:15:00+00:00,148.2,6.2,2.5,8667.8,0.0
2023-08-22T20:00:00+00:00,134.0,6.8,2.4,8859.43,0.0
2023-08-22T19:45:00+00:00,118.2,7.3,2.3,8981.07,0.0
2023-08-22T19:30:00+00:00,105.1,7.9,2.2,9025.98,0.0
2023-08-22T19:15:00+00:00,93.7,8.3,2.2,9034.25,0.0
2023-08-22T19:00:00+00:00,83.0,8.2,2.1,9046.23,0.0
2023-08-22T18:45:00+00:00,72.5,8.8,2.0,9052.8,0.0
2023-08-22T18:30:00+00:00,63.7,9.3,1.9,9046.0,0.0
2023-08-22T18:15:00+00:00,56.6,9.5,1.9,9024.27,1.176
2023-08-22T18:00:00+00:00,50.3,9.6,1.9,9149.9,25.669
2023-08-22T17:45:00+00:00,44.3,9.4,1.9,9192.46,81.685
2023-08-22T17:30:00+00:00,39.5,9.6,1.8,9245.74,152.451
2023-08-22T17:15:00+00:00,36.1,9.5,1.8,9306.89,249.933
2023-08-22T17:00:00+00:00,33.9,10.1,1.9,9434.02,397.006
2023-08-22T16:45:00+00:00,33.3,10.4,1.9,9511.89,603.401
2023-08-22T16:30:00+00:00,31.9,10.8,1.9,9554.69,845.644
2023-08-22T16:15:00+00:00,30.9,11.2,1.9,9655.57,1093.085
2023-08-22T16:00:00+00:00,30.2,11.8,2.0,9707.57,1334.149
2023-08-22T15:45:00+00:00,29.7,12.3,2.0,9687.87,1570.93
2023-08-22T15:30:00+00:00,29.6,12.9,2.1,9724.81,1813.419
